ID,Date,Customer,Gender,City,Distributors,Branch,Manager,Product,Category,Price,Cost,Qty,Total_Sales,cogs,Profit
88065566029,2019-01-08,Kristle D Figgs,Female,Auburn,Merle N Burrus,Uptown Store,Ben Frech,Boost,Alcoholic,15,12,5000,75000,60000,15000
88065566030,2019-01-09,Duncan O Maheu,Male,Betavia,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,20,17,300,6000,5100,900
88065566031,2019-01-10,Elijah X Ahmad,Male,Beacon,Merle N Burrus,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,2000,24000,18000,6000
88065566032,2019-01-11,Maryellen E Zackery,Female,Choes,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,16,13,600,9600,7800,1800
88065566033,2019-01-12,Bret C Delancey,Male,Fulton,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Alcoholic,20,17,1230,24600,20910,3690
88065566034,2019-01-13,Bryan V Guyton,Male,Geneva,Antone E Angel,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,12,9,900,10800,8100,2700
88065566035,2019-01-14,Lakenya Z Mccroskey,Female,Elmira,Merle N Burrus,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,10,7,2390,23900,16730,7170
88065566036,2019-01-15,Clyde P Ponton,Male,Glen Cove,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,15,12,10000,150000,120000,30000
88065566037,2019-01-16,Waylon Z Curtsinger,Male,Glens Falls,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,15,12,2300,34500,27600,6900
88065566038,2019-01-17,Reyes X Segal,Male,Hornell ,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,20,17,7800,156000,132600,23400
88065566039,2019-01-18,Cristal Q Kucharski,Female,Hudson,Merle N Burrus,Uptown Store,Ben Frech,Boost,Alcoholic,12,9,450,5400,4050,1350
88065566040,2019-01-19,Sidney D Amore,Female,Johnstown,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,13,10,2000,26000,20000,6000
88065566041,2019-01-20,Stacy B Kennell,Female,Kingston,Merle N Burrus,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,15,12,123,1845,1476,369
88065566042,2019-01-21,Marleen R Guyette,Female,Little Falls,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,14,11,12903,180642,141933,38709
88065566043,2019-01-22,Claudio Q Bien,Male,Lockport,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Alcoholic,30,27,100000,3000000,2700000,300000
88065566044,2019-01-23,Esmeralda N Veliz,Female,Long Beach,Antone E Angel,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,16,13,12000,192000,156000,36000
88065566045,2019-01-24,Toya B Rawlins,Female,Middletown,Merle N Burrus,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,9,6,60,540,360,180
88065566046,2019-01-25,Lamar L Legg,Male,Mount,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,5,2,89,445,178,267
88065566047,2019-01-26,Carey J Sandlin,Male,New York,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,18,15,77,1386,1155,231
88065566048,2019-01-27,Andres P Towles,Male,Newburgh,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,10,7,68,680,476,204
88065566049,2019-01-28,Aleisha H Mathew,Female,Olean,Merle N Burrus,Uptown Store,Ben Frech,Boost,Alcoholic,20,17,15,300,255,45
88065566050,2019-01-29,Kizzy W Brazelton,Female,Peekskill,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,12,9,47,564,423,141
88065566051,2019-01-30,Jeffery A Brafford,Male,Port Jervis,Merle N Burrus,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,10,7,6,60,42,18
88065566052,2019-01-31,Bernardo X Barbee,Male,Poughkeepsie,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,15,12,10,150,120,30
88065566053,2019-02-01,Lenny U Rister,Male,Rye ,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Alcoholic,15,12,11,165,132,33
88065566054,2019-02-02,Lamont J Brescia,Male,Rome,Reatha Q Breazeale,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,20,17,60,1200,1020,180
88065566055,2019-02-03,Ilse X Harr,Female,Rochester,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,89,1068,801,267
88065566056,2019-02-04,Janie P Caswell,Female,Salamanca,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,13,10,77,1001,770,231
88065566057,2019-02-05,Joesph Y Shrout,Male,Springs,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,15,12,68,1020,816,204
88065566058,2019-02-06,Dorla G Westberry,Female,Sherrill,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,14,11,15,210,165,45
88065566059,2019-02-07,August C Strother,Male,Syracuse,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Alcoholic,30,27,100,3000,2700,300
88065566060,2019-02-08,Lynn M Blocher,Male,Troy,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Non Alcoholic,16,13,3000,48000,39000,9000
88065566061,2019-02-09,Kieth G Coney,Male,Watertown,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,9,6,5000,45000,30000,15000
88065566062,2019-02-10,Olevia U Cartier,Female,Watervliet,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,5,2,300,1500,600,900
88065566063,2019-02-11,Linwood J Franqui,Male,Yakers,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Alcoholic,18,15,2000,36000,30000,6000
88065566064,2019-02-12,Reagan H Costas,Female,New York,Reatha Q Breazeale,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,10,7,600,6000,4200,1800
88065566065,2019-02-13,Rosalva G Shepley,Female,Hempstead,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,20,17,1230,24600,20910,3690
88065566066,2019-02-14,Keenan W Spruell,Male,Brookhaven,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,70,67,900,63000,60300,2700
88065566067,2019-02-15,Chrissy H Edmonson,Female,Islip,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,15,12,2390,35850,28680,7170
88065566068,2019-02-16,Joleen H Chea,Female,Babylon,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,12,9,10000,120000,90000,30000
88065566069,2019-02-17,Les V Gran,Male,Albany,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Alcoholic,18,15,2300,41400,34500,6900
88065566070,2019-02-18,Walter H Hargreaves,Male,Auburn,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Non Alcoholic,23,20,7800,179400,156000,23400
88065566071,2019-02-19,Akiko S Godby,Female,Betavia,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,9,6,450,4050,2700,1350
88065566072,2019-02-20,Simon G Cromwell,Male,Beacon,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,18,15,2000,36000,30000,6000
88065566073,2019-02-21,Tim U Kornegay,Male,Elmira,Antone E Angel,Main Street,Ben Frech,Cel Ray,Alcoholic,52,49,123,6396,6027,369
88065566074,2019-02-22,Loren I Casady,Male,Glen Cove,Merle N Burrus,Uptown Store,Ben Frech,Cazadores Tequila,Alcoholic,9,6,12903,116127,77418,38709
88065566075,2019-02-23,Rufus F Furlong,Male,New York,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,5,2,100000,500000,200000,300000
88065566076,2019-02-24,Zackary G Parkins,Male,Hempstead,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,14,11,12000,168000,132000,36000
88065566077,2019-02-25,Cedric N Cavallo,Male,Brookhaven,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,6,3,60,360,180,180
88065566078,2019-02-26,Donya G Rodden,Female,Glen Cove,Merle N Burrus,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,10,7,89,890,623,267
88065566079,2019-02-27,Arlen F Maly,Male,Glens Falls,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Alcoholic,13,10,77,1001,770,231
88065566080,2019-02-28,Bo E Curlee,Male,Hornell ,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Non Alcoholic,20,17,68,1360,1156,204
88065566081,2019-03-01,Rosanna D Standley,Female,Hudson,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,15,12,15,225,180,45
88065566082,2019-03-02,Jody K Rude,Male,Johnstown,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,20,17,47,940,799,141
88065566083,2019-03-03,Arlen Z Vanslyke,Male,Kingston,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Alcoholic,12,9,6,72,54,18
88065566084,2019-03-04,Korey I Garrity,Male,Little Falls,Reatha Q Breazeale,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,16,13,10,160,130,30
88065566085,2019-03-05,Jose P Tubbs,Male,Lockport,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,70,67,11,770,737,33
88065566086,2019-03-06,Elroy L Shorts,Male,Long Beach,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,15,12,60,900,720,180
88065566087,2019-03-07,Roberto A Fresquez,Male,Middletown,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,16,13,89,1424,1157,267
88065566088,2019-03-08,Ronnie E Swim,Female,Mount,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,20,17,77,1540,1309,231
88065566089,2019-03-09,Brad I Pattison,Male,New York,Antone E Angel,Main Street,Ben Frech,Boost,Alcoholic,12,9,68,816,612,204
88065566090,2019-03-10,Angela P Lorenzen,Female,Salamanca,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,12,9,15,180,135,45
88065566091,2019-03-11,Russ U Belliveau,Male,Springs,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,18,15,100,1800,1500,300
88065566092,2019-03-12,Rashida M Durante,Female,Sherrill,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,10,7,3000,30000,21000,9000
88065566093,2019-03-13,Grady Y Perera,Male,Syracuse,Antone E Angel,Main Street,Ben Frech,Cel Ray,Alcoholic,15,12,5000,75000,60000,15000
88065566094,2019-03-14,Nigel O Sansom,Male,Troy,Merle N Burrus,Uptown Store,Ben Frech,Cazadores Tequila,Alcoholic,15,12,300,4500,3600,900
88065566095,2019-03-15,Orval N Pichardo,Male,Olean,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,23,20,2000,46000,40000,6000
88065566096,2019-03-16,Bong M Alvares,Female,Peekskill,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,9,6,600,5400,3600,1800
88065566097,2019-03-17,Federico I Carlile,Male,Port Jervis,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,18,15,1230,22140,18450,3690
88065566098,2019-03-18,Marco J Desilva,Male,Kingston,Merle N Burrus,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,14,11,900,12600,9900,2700
88065566099,2019-03-19,Natasha L Mcelhannon,Female,Little Falls,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Alcoholic,30,27,2390,71700,64530,7170
88065566100,2019-03-20,Cristi T Clem,Female,Lockport,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Non Alcoholic,16,13,10000,160000,130000,30000
88065566101,2019-03-21,Andreas T Viles,Male,Long Beach,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,52,49,2300,119600,112700,6900
88065566102,2019-03-22,Liz R Lomonaco,Female,Middletown,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,14,11,7800,109200,85800,23400
88065566103,2019-03-23,Elenor B Gibbs,Female,Watervliet,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Alcoholic,6,3,450,2700,1350,1350
88065566104,2019-03-24,Van T Dotson,Male,Yakers,Reatha Q Breazeale,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,13,10,2000,26000,20000,6000
88065566105,2019-03-25,Hoyt O Reiss,Male,New York,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,15,12,123,1845,1476,369
88065566106,2019-03-26,Danette A Kuykendall,Female,Hempstead,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,20,17,12903,258060,219351,38709
88065566107,2019-03-27,Silvana V Hendrix,Female,New York,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,12,9,100000,1200000,900000,300000
88065566108,2019-03-28,Clara B Sifuentes,Female,Hempstead,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,16,13,12000,192000,156000,36000
88065566109,2019-03-29,Luella W Kemmerer,Female,Brookhaven,Antone E Angel,Main Street,Ben Frech,Boost,Alcoholic,20,17,60,1200,1020,180
88065566110,2019-03-30,Adella U Foushee,Female,Islip,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,12,9,89,1068,801,267
88065566111,2019-03-31,Mirian E Gorman,Female,Babylon,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,10,7,77,770,539,231
88065566112,2019-04-01,Donna R Woodrum,Female,Albany,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,15,12,68,1020,816,204
88065566113,2019-04-02,Dusty L Kugler,Male,Auburn,Antone E Angel,Main Street,Ben Frech,Cel Ray,Alcoholic,15,12,15,225,180,45
88065566114,2019-04-03,Toney W Bollman,Male,Betavia,Merle N Burrus,Uptown Store,Ben Frech,Cazadores Tequila,Alcoholic,20,17,47,940,799,141
88065566115,2019-04-04,Dennis K Cayer,Male,Beacon,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,6,72,54,18
88065566116,2019-04-05,Karl O Langlinais,Male,Choes,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,13,10,10,130,100,30
88065566117,2019-04-06,Hung H Nicola,Male,Fulton,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,15,12,11,165,132,33
88065566118,2019-04-07,Dovie F Larue,Female,Geneva,Merle N Burrus,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,14,11,60,840,660,180
88065566119,2019-04-08,Verona H Brobst,Female,Elmira,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Alcoholic,30,27,89,2670,2403,267
88065566120,2019-04-09,Gwyn N Mitzel,Female,Glen Cove,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Non Alcoholic,16,13,77,1232,1001,231
88065566121,2019-04-10,Linh U Ashton,Female,Glens Falls,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,9,6,68,612,408,204
88065566122,2019-04-11,Guillermo X Schwan,Male,Hornell ,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,5,2,15,75,30,45
88065566123,2019-04-12,Arron R Vegas,Male,Hudson,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Alcoholic,18,15,100,1800,1500,300
88065566124,2019-04-13,Curtis E Quayle,Female,Johnstown,Reatha Q Breazeale,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,10,7,3000,30000,21000,9000
88065566125,2019-04-14,Walton U Kapoor,Male,Kingston,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,20,17,5000,100000,85000,15000
88065566126,2019-04-15,Cortez F Espiritu,Male,Little Falls,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,70,67,300,21000,20100,900
88065566127,2019-04-16,Robert F Trudeau,Male,Lockport,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,15,12,2000,30000,24000,6000
88065566128,2019-04-17,Hyun M Gloss,Female,Long Beach,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,12,9,600,7200,5400,1800
88065566129,2019-04-18,Markus J Lamm,Male,Middletown,Antone E Angel,Main Street,Ben Frech,Boost,Alcoholic,18,15,1230,22140,18450,3690
88065566130,2019-04-19,Rosaline H Brenneman,Female,Mount,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,23,20,900,20700,18000,2700
88065566131,2019-04-20,Steve S Everette,Male,New York,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,9,6,2390,21510,14340,7170
88065566132,2019-04-21,Alesia B Bear,Female,Newburgh,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,18,15,10000,180000,150000,30000
88065566133,2019-04-22,Cythia I Stecker,Female,Olean,Antone E Angel,Main Street,Ben Frech,Cel Ray,Alcoholic,52,49,2300,119600,112700,6900
88065566134,2019-04-23,Alanna L Tyrell,Female,Peekskill,Merle N Burrus,Uptown Store,Ben Frech,Cazadores Tequila,Alcoholic,9,6,7800,70200,46800,23400
88065566135,2019-04-24,Tristan M Brackett,Male,Port Jervis,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,5,2,450,2250,900,1350
88065566136,2019-04-25,Bernardo I Garzon,Male,Poughkeepsie,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,14,11,2000,28000,22000,6000
88065566137,2019-04-26,Hubert L Kirkland,Male,Rye ,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,6,3,123,738,369,369
88065566138,2019-04-27,Reynaldo S Service,Male,Rome,Merle N Burrus,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,10,7,12903,129030,90321,38709
88065566139,2019-04-28,Mac U Palmquist,Male,Rochester,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Alcoholic,13,10,100000,1300000,1000000,300000
88065566140,2019-04-29,Monte F Mcginn,Male,Salamanca,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Non Alcoholic,20,17,12000,240000,204000,36000
88065566141,2019-04-30,Deshawn O Mankin,Male,Springs,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,15,12,60,900,720,180
88065566142,2019-05-01,Aurelio K Wyckoff,Male,Sherrill,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,20,17,89,1780,1513,267
88065566143,2019-05-02,Janean A Tyler,Female,Syracuse,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Alcoholic,12,9,77,924,693,231
88065566144,2019-05-03,Deandre U Groleau,Male,Troy,Reatha Q Breazeale,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,16,13,68,1088,884,204
88065566145,2019-05-04,Kristal F Bickford,Female,Watertown,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,70,67,15,1050,1005,45
88065566146,2019-05-05,Annabelle E Encinas,Female,Watervliet,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,15,12,47,705,564,141
88065566147,2019-05-06,Sarita P Schubert,Female,Yakers,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,16,13,6,96,78,18
88065566148,2019-05-07,Jeanna U Li,Female,New York,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,20,17,10,200,170,30
88065566149,2019-05-08,Russ I Teed,Male,Hempstead,Antone E Angel,Main Street,Ben Frech,Boost,Alcoholic,12,9,11,132,99,33
88065566150,2019-05-09,Shavonne B Boylan,Female,Brookhaven,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,12,9,60,720,540,180
88065566151,2019-05-10,Isaac O Dempster,Male,Islip,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,18,15,89,1602,1335,267
88065566152,2019-05-11,Corey F Stowe,Male,Babylon,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,10,7,77,770,539,231
88065566153,2019-05-12,Stan I Folks,Male,Albany,Antone E Angel,Main Street,Ben Frech,Cel Ray,Alcoholic,15,12,68,1020,816,204
88065566154,2019-05-13,Giuseppina E Fink,Female,Auburn,Merle N Burrus,Uptown Store,Ben Frech,Cazadores Tequila,Alcoholic,15,12,15,225,180,45
88065566155,2019-05-14,Ingeborg Z Weisser,Female,Betavia,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,23,20,100,2300,2000,300
88065566156,2019-05-15,Carolin T Loya,Female,Beacon,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,9,6,3000,27000,18000,9000
88065566157,2019-05-16,Alda F Penning,Female,Elmira,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,18,15,5000,90000,75000,15000
88065566158,2019-05-17,Talisha F Nicklas,Female,Glen Cove,Merle N Burrus,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,14,11,300,4200,3300,900
88065566159,2019-05-18,Terrance E Schiefelbein,Male,New York,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Alcoholic,30,27,2000,60000,54000,6000
88065566160,2019-05-19,Tyree W Linden,Male,Hempstead,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Non Alcoholic,16,13,600,9600,7800,1800
88065566161,2019-05-20,Cameron K Gratton,Male,Brookhaven,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,52,49,1230,63960,60270,3690
88065566162,2019-05-21,Mack L Lykes,Male,Glen Cove,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,14,11,900,12600,9900,2700
88065566163,2019-05-22,Edmund K Masuda,Male,Glens Falls,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Alcoholic,6,3,2390,14340,7170,7170
88065566164,2019-05-23,Alfred L Strausbaugh,Male,Hornell ,Reatha Q Breazeale,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,13,10,10000,130000,100000,30000
88065566165,2019-05-24,Cleveland A Zinke,Male,Hudson,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,15,12,2300,34500,27600,6900
88065566166,2019-05-25,Damien A Izquierdo,Male,Johnstown,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,20,17,7800,156000,132600,23400
88065566167,2019-05-26,Chase T Scurry,Male,Kingston,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,12,9,450,5400,4050,1350
88065566168,2019-05-27,Lorriane P Ho,Female,Little Falls,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,16,13,2000,32000,26000,6000
88065566169,2019-05-28,Alina L Prowell,Female,Lockport,Antone E Angel,Main Street,Ben Frech,Boost,Alcoholic,20,17,123,2460,2091,369
88065566170,2019-05-29,Keven H Araiza,Male,Long Beach,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,12,9,12903,154836,116127,38709
88065566171,2019-05-30,Jaleesa I Averett,Female,Middletown,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,10,7,100000,1000000,700000,300000
88065566172,2019-05-31,Corina U Korhonen,Female,Mount,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,15,12,12000,180000,144000,36000
88065566173,2019-06-01,Andrew D Hersey,Female,New York,Antone E Angel,Main Street,Ben Frech,Cel Ray,Alcoholic,15,12,60,900,720,180
88065566174,2019-06-02,Delphine P Carpio,Female,Salamanca,Merle N Burrus,Uptown Store,Ben Frech,Cazadores Tequila,Alcoholic,20,17,89,1780,1513,267
88065566175,2019-06-03,Joanie N Folkerts,Female,Springs,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,77,924,693,231
88065566176,2019-06-04,Keith E Moyes,Male,Sherrill,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,13,10,68,884,680,204
88065566177,2019-06-05,Katie N Kinnison,Female,Syracuse,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,15,12,15,225,180,45
88065566178,2019-06-06,Angel F Palomino,Male,Troy,Merle N Burrus,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,14,11,47,658,517,141
88065566179,2019-06-07,Vicki V Broussard,Female,Olean,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Alcoholic,30,27,6,180,162,18
88065566180,2019-06-08,Sam C Limones,Male,Peekskill,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Non Alcoholic,16,13,10,160,130,30
88065566181,2019-06-09,Amelia H Burbank,Female,Port Jervis,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,9,6,11,99,66,33
88065566182,2019-06-10,Daniel L Nava,Male,Kingston,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,5,2,60,300,120,180
88065566183,2019-06-11,Jefferson N Thurman,Male,Little Falls,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Alcoholic,18,15,89,1602,1335,267
88065566184,2019-06-12,Forest Z Hacker,Male,Lockport,Reatha Q Breazeale,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,10,7,77,770,539,231
88065566185,2019-06-13,Colleen B Lenihan,Female,Long Beach,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,20,17,68,1360,1156,204
88065566186,2019-06-14,Elease H Burger,Female,Middletown,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,12,9,15,180,135,45
88065566187,2019-06-15,Benedict B Wix,Male,Watervliet,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,10,7,100,1000,700,300
88065566188,2019-06-16,Minta J Branham,Female,Yakers,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,15,12,3000,45000,36000,9000
88065566189,2019-06-17,Cicely W Colton,Female,New York,Antone E Angel,Main Street,Ben Frech,Boost,Alcoholic,15,12,5000,75000,60000,15000
88065566190,2019-06-18,Sheryll X Broadbent,Female,Hempstead,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,20,17,300,6000,5100,900
88065566191,2019-06-19,Margarett E Mulford,Female,New York,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,12,9,2000,24000,18000,6000
88065566192,2019-06-20,Zane J Hurdle,Male,Hempstead,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,13,10,600,7800,6000,1800
88065566193,2019-06-21,Fermin L Zapata,Male,Brookhaven,Antone E Angel,Main Street,Ben Frech,Cel Ray,Alcoholic,15,12,1230,18450,14760,3690
88065566194,2019-06-22,Benedict U Daye,Male,Islip,Merle N Burrus,Uptown Store,Ben Frech,Cazadores Tequila,Alcoholic,14,11,900,12600,9900,2700
88065566195,2019-06-23,Sena U Delrosario,Female,Babylon,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,30,27,2390,71700,64530,7170
88065566196,2019-06-24,Forest Z Blewett,Male,Albany,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Non Alcoholic,16,13,10000,160000,130000,30000
88065566197,2019-06-25,Cassaundra K Polito,Female,Auburn,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,9,6,2300,20700,13800,6900
