ID,Date,Customer,Gender,City,Sales_Rep,Store,Supervisor,Manager,Product,Category,Price,Cost,Qty,Total_Sales,COGS,Gross_Profit,Column2,Month
88065565504,44048,Houston K Joe,Male,Syracuse,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Degrees Vodka,Alcoholic,14,11,47,658,517,141,8,Sept
88065565505,44052,Coy I Gentner,Male,Troy,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,St. Amdr Cabernet,Alcoholic,6,3,6,36,18,18,8,Sept
88065565506,44051,Jimmie F Vasquez,Male,Olean,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Nake Turtle,Alcoholic,13,10,10,130,100,30,8,Sept
88065565507,44051,Tommie S Fargo,Male,Peekskill,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Gallo XO,Alcoholic,15,12,11,165,132,33,8,Sept
88065565508,44052,Daina U Ledet,Female,Port Jervis,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Cazadores Tequila,Alcoholic,20,17,60,1200,1020,180,8,Sept
88065565509,44053,Sophia F Knecht,Female,Kingston,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Benchmark Bourbon,Alcoholic,12,9,89,1068,801,267,8,Sept
88065565510,44054,Newton V Scalia,Male,Little Falls,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Janie Stewart,Alcoholic,16,13,77,1232,1001,231,8,Sept
88065565511,44055,Reatha E Osby,Female,Lockport,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Speyburn Bradan,Alcoholic,20,17,68,1360,1156,204,8,Sept
88065565512,44056,Bell N Molinaro,Female,Long Beach,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Uv Blue,Alcoholic,12,9,15,180,135,45,8,Sept
88065565513,44057,Jason V Gravois,Male,Middletown,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Burnett's,Alcoholic,10,7,47,470,329,141,8,Sept
88065565514,44058,Elwood T More,Male,Watervliet,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Smirnoff,Alcoholic,15,12,6,90,72,18,8,Sept
88065565515,44062,Lewis M Racette,Male,Yakers,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Fireball,Alcoholic,15,12,10,150,120,30,8,Sept
88065565516,44061,Leigh Y Haws,Male,New York,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Jose Cuervo,Alcoholic,20,17,11,220,187,33,8,Sept
88065565517,44061,Thomas B Felipe,Male,Hempstead,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Agavales,Alcoholic,12,9,60,720,540,180,8,Sept
88065565518,44062,Israel T Hertzler,Male,New York,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Pinnacle,Alcoholic,13,10,89,1157,890,267,8,Sept
88065565519,44063,Ona K Koepp,Female,Hempstead,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Bacardi Rum,Alcoholic,15,12,77,1155,924,231,8,Sept
88065565520,44064,Kristofer N Calahan,Male,Brookhaven,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Suedka,Alcoholic,14,11,68,952,748,204,8,Sept
88065565521,44065,Mark F Hamman,Male,Islip,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Apple Beer,Alcoholic,30,27,15,450,405,45,8,Sept
88065565522,44066,Bobbie Q Holbrook,Male,Babylon,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Birch Beer,Alcoholic,16,13,47,752,611,141,8,Sept
88065565523,44067,Abe X Paro,Male,Albany,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Boost,Non Alcoholic,9,6,6,54,36,18,8,Sept
88065565524,44068,Mignon Q Dills,Female,Auburn,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Cel Ray,Non Alcoholic,5,2,10,50,20,30,8,Sept
88065565525,44072,Casey D Krier,Male,Betavia,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Cheerwine,Non Alcoholic,18,15,11,198,165,33,8,Sept
88065565526,44071,Scott K Ricco,Female,Beacon,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Chicory Coffee,Non Alcoholic,10,7,60,600,420,180,8,Sept
88065565527,44071,Rosemarie K Fellows,Female,Choes,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Coffee Milk,Non Alcoholic,20,17,89,1780,1513,267,8,Sept
88065565528,44072,Lisette F Cowley,Female,Fulton,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Date Shake,Non Alcoholic,70,67,77,5390,5159,231,8,Sept
88065565529,44073,Molly U Rasch,Female,Geneva,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Dr. Enuf,Non Alcoholic,15,12,68,1020,816,204,8,Sept
88065565530,44074,Felisha Q Ettinger,Female,Elmira,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Dr. Nut,Non Alcoholic,12,9,15,180,135,45,8,Sept
88065565531,44075,Linwood H Carter,Male,Glen Cove,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Egg Cream,Non Alcoholic,18,15,47,846,705,141,9,August
88065565532,44076,Madelyn W Boos,Female,Glens Falls,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Faygo,Non Alcoholic,23,20,6,138,120,18,9,August
88065565533,44077,Angelo B Fitzmaurice,Male,Hornell ,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Green River,Non Alcoholic,9,6,10,90,60,30,9,August
88065565534,44078,Gregory I Kidwell,Female,Hudson,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Ironport,Non Alcoholic,18,15,11,198,165,33,9,August
88065565535,44079,Bart B Gilcrease,Male,Johnstown,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Oliver Cromwell,Alcoholic,52,49,60,3120,2940,180,9,August
88065565536,44083,Warner I Manly,Male,Kingston,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Boost,Non Alcoholic,9,6,89,801,534,267,9,August
88065565537,44082,Lala R Denman,Female,Little Falls,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Cel Ray,Non Alcoholic,5,2,77,385,154,231,9,August
88065565538,44082,Elsie S Depaz,Female,Lockport,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Degrees Vodka,Alcoholic,14,11,68,952,748,204,9,August
88065565539,44083,Verla H Contreras,Female,Long Beach,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,St. Amdr Cabernet,Alcoholic,6,3,15,90,45,45,9,August
88065565540,44084,America V Lobel,Female,Middletown,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Chicory Coffee,Non Alcoholic,10,7,47,470,329,141,9,August
88065565541,44085,Walter R Seddon,Female,Mount,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Nake Turtle,Alcoholic,13,10,6,78,60,18,9,August
88065565542,44086,Margarito M Oxendine,Male,New York,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Coffee Milk,Non Alcoholic,20,17,10,200,170,30,9,August
88065565543,44087,Arnoldo D Mckeen,Male,Newburgh,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Gallo XO,Alcoholic,15,12,11,165,132,33,9,August
88065565544,44088,Kieth D Castelli,Male,Olean,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Cazadores Tequila,Alcoholic,20,17,60,1200,1020,180,9,August
88065565545,44089,Ngoc P Pogue,Female,Peekskill,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Benchmark Bourbon,Alcoholic,12,9,89,1068,801,267,9,August
88065565546,44093,Delana I Selfridge,Female,Port Jervis,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Janie Stewart,Alcoholic,16,13,77,1232,1001,231,9,August
88065565547,44092,Liane U Grafton,Female,Poughkeepsie,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Date Shake,Non Alcoholic,70,67,68,4760,4556,204,9,August
88065565548,44092,Vikki N Lezama,Female,Rye ,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Dr. Enuf,Non Alcoholic,15,12,15,225,180,45,9,August
88065565549,44093,Allyn O Farrior,Female,Rome,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Janie Stewart,Alcoholic,16,13,47,752,611,141,9,August
88065565550,44094,Glady Q Kump,Female,Rochester,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Speyburn Bradan,Alcoholic,20,17,6,120,102,18,9,August
88065565551,44095,Oscar R Bovee,Male,Salamanca,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Uv Blue,Alcoholic,12,9,10,120,90,30,9,August
88065565552,44096,Valene Z Woodmansee,Female,Springs,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Dr. Nut,Non Alcoholic,12,9,11,132,99,33,9,August
88065565553,44097,Richard C Truman,Male,Sherrill,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Egg Cream,Non Alcoholic,18,15,60,1080,900,180,9,August
88065565554,44098,Luigi G Lembo,Male,Syracuse,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Burnett's,Alcoholic,10,7,89,890,623,267,9,August
88065565555,44099,Isaiah G Parrish,Male,Troy,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Smirnoff,Alcoholic,15,12,77,1155,924,231,9,August
88065565556,44103,Scott D Torrey,Male,Watertown,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Fireball,Alcoholic,15,12,68,1020,816,204,9,August
88065565557,44102,Shirl M Caraballo,Female,Watervliet,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Faygo,Non Alcoholic,23,20,15,345,300,45,9,August
88065565558,44102,Robin Z Stewart,Male,Yakers,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Green River,Non Alcoholic,9,6,47,423,282,141,9,August
88065565559,44103,Shasta P Depuy,Female,New York,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Ironport,Non Alcoholic,18,15,6,108,90,18,9,August
88065565560,44104,Jorge R Coghlan,Male,Hempstead,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Suedka,Alcoholic,14,11,10,140,110,30,9,August
88065565561,44094,Myles G Strum,Male,Brookhaven,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Apple Beer,Alcoholic,30,27,11,330,297,33,9,August
88065565562,44095,Herlinda U Negron,Female,Islip,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Birch Beer,Alcoholic,16,13,60,960,780,180,9,August
88065565563,44096,Debbie C Lipsey,Female,Babylon,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Oliver Cromwell,Alcoholic,52,49,89,4628,4361,267,9,August
88065565564,44097,Jenell S Sauers,Female,Albany,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Degrees Vodka,Alcoholic,14,11,77,1078,847,231,9,August
88065565565,44098,Leda Y Fabre,Female,Auburn,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,St. Amdr Cabernet,Alcoholic,6,3,68,408,204,204,9,August
88065565566,44099,Edmundo R Rew,Male,Betavia,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Nake Turtle,Alcoholic,13,10,15,195,150,45,9,August
88065565567,44103,Gerry D Woolery,Male,Beacon,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Gallo XO,Alcoholic,15,12,47,705,564,141,9,August
88065565568,44102,Berna Z Stoller,Female,Elmira,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Cazadores Tequila,Alcoholic,20,17,6,120,102,18,9,August
88065565569,44102,Adam B Katzer,Male,Glen Cove,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Benchmark Bourbon,Alcoholic,12,9,10,120,90,30,9,August
88065565570,44103,Kellee L Gravelle,Female,New York,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Janie Stewart,Alcoholic,16,13,11,176,143,33,9,August
88065565571,44104,Shavon K Wescott,Female,Hempstead,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Speyburn Bradan,Alcoholic,20,17,60,1200,1020,180,9,August
88065565572,44044,Rozanne N Mielke,Female,Brookhaven,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Uv Blue,Alcoholic,12,9,89,1068,801,267,8,Sept
88065565573,44045,Randee O Cassity,Female,Glen Cove,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Burnett's,Alcoholic,10,7,77,770,539,231,8,Sept
88065565574,44046,Shemika D Porterfield,Female,Glens Falls,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Smirnoff,Alcoholic,15,12,68,1020,816,204,8,Sept
88065565575,44047,Donte H Granger,Male,Hornell ,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Fireball,Alcoholic,15,12,15,225,180,45,8,Sept
88065565576,44048,Ahmed I Strope,Male,Hudson,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Jose Cuervo,Alcoholic,20,17,47,940,799,141,8,Sept
88065565577,44052,Boris A Mccown,Male,Johnstown,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Agavales,Alcoholic,12,9,6,72,54,18,8,Sept
88065565578,44051,Omer H Moultrie,Male,Kingston,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Pinnacle,Alcoholic,13,10,10,130,100,30,8,Sept
88065565579,44051,Hiram K Stokely,Male,Little Falls,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Bacardi Rum,Alcoholic,15,12,11,165,132,33,8,Sept
88065565580,44052,Deanna P Scoggin,Female,Lockport,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Suedka,Alcoholic,14,11,60,840,660,180,8,Sept
88065565581,44053,Maris S Briggs,Female,Long Beach,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Apple Beer,Alcoholic,30,27,89,2670,2403,267,8,Sept
88065565582,44054,Lona T Collar,Female,Middletown,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Birch Beer,Alcoholic,16,13,77,1232,1001,231,8,Sept
88065565583,44055,Eldridge M Benningfield,Male,Mount,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Boost,Non Alcoholic,9,6,68,612,408,204,8,Sept
88065565584,44056,Jimmie A Rorie,Male,New York,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Cel Ray,Non Alcoholic,5,2,15,75,30,45,8,Sept
88065565585,44057,Rachelle M Burkhead,Female,Salamanca,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Cheerwine,Non Alcoholic,18,15,47,846,705,141,8,Sept
88065565586,44058,Miguel P Karp,Male,Springs,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Chicory Coffee,Non Alcoholic,10,7,6,60,42,18,8,Sept
88065565587,44062,Raye T Willmon,Female,Sherrill,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Coffee Milk,Non Alcoholic,20,17,10,200,170,30,8,Sept
88065565588,44061,Christi H Amaker,Female,Syracuse,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Date Shake,Non Alcoholic,70,67,11,770,737,33,8,Sept
88065565589,44061,Liberty A Shroyer,Female,Troy,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Dr. Enuf,Non Alcoholic,15,12,60,900,720,180,8,Sept
88065565590,44062,Zack H Mumaw,Male,Olean,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Dr. Nut,Non Alcoholic,12,9,89,1068,801,267,8,Sept
88065565591,44063,Blanch Y Mysliwiec,Female,Peekskill,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Egg Cream,Non Alcoholic,18,15,77,1386,1155,231,8,Sept
88065565592,44064,Tammy Z Lorentz,Female,Port Jervis,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Faygo,Non Alcoholic,23,20,68,1564,1360,204,8,Sept
88065565593,44065,Maximina K Frates,Female,Kingston,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Green River,Non Alcoholic,9,6,15,135,90,45,8,Sept
88065565594,44066,Kiara G Abrahamson,Female,Little Falls,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Ironport,Non Alcoholic,18,15,47,846,705,141,8,Sept
88065565595,44067,Retha G Nealy,Female,Lockport,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Oliver Cromwell,Alcoholic,52,49,6,312,294,18,8,Sept
88065565596,44068,Andre Q Maxon,Male,Long Beach,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Boost,Non Alcoholic,9,6,10,90,60,30,8,Sept
88065565597,44072,Vern T Lomeli,Male,Middletown,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Cel Ray,Non Alcoholic,5,2,11,55,22,33,8,Sept
88065565598,44071,Erin K Stclair,Male,Watervliet,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Degrees Vodka,Alcoholic,14,11,60,840,660,180,8,Sept
88065565599,44071,Detra D Rymer,Female,Yakers,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,St. Amdr Cabernet,Alcoholic,6,3,89,534,267,267,8,Sept
88065565600,44072,Doug B Southwick,Male,New York,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Chicory Coffee,Non Alcoholic,10,7,77,770,539,231,8,Sept
88065565601,44073,Gia M Casas,Female,Hempstead,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Nake Turtle,Alcoholic,13,10,68,884,680,204,8,Sept
88065565602,44074,Emeline I Richer,Female,New York,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Coffee Milk,Non Alcoholic,20,17,15,300,255,45,8,Sept
88065565603,44044,Richard J Fetter,Male,Hempstead,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Gallo XO,Alcoholic,15,12,60,900,720,180,8,Sept
88065565604,44045,Rick Y Haefner,Male,Brookhaven,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Cazadores Tequila,Alcoholic,20,17,89,1780,1513,267,8,Sept
88065565605,44046,Shannon J Force,Female,Islip,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Benchmark Bourbon,Alcoholic,12,9,77,924,693,231,8,Sept
88065565606,44047,Gabriel E Pearsall,Female,Babylon,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Janie Stewart,Alcoholic,16,13,68,1088,884,204,8,Sept
88065565607,44048,Geri M Tuthill,Female,Albany,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Date Shake,Non Alcoholic,70,67,15,1050,1005,45,8,Sept
88065565608,44052,Lauren R Hennessy,Male,Auburn,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Dr. Enuf,Non Alcoholic,15,12,47,705,564,141,8,Sept
88065565609,44051,Monty C Hughes,Male,Betavia,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Janie Stewart,Alcoholic,16,13,6,96,78,18,8,Sept
88065565610,44051,Bryant L Kinsman,Male,Beacon,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Speyburn Bradan,Alcoholic,20,17,10,200,170,30,8,Sept
88065565611,44052,Giovanna M Clift,Female,Choes,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Uv Blue,Alcoholic,12,9,11,132,99,33,8,Sept
88065565612,44053,Tracie J Winebarger,Female,Fulton,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Dr. Nut,Non Alcoholic,12,9,60,720,540,180,8,Sept
88065565613,44054,Narcisa C Rayburn,Female,Geneva,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Egg Cream,Non Alcoholic,18,15,89,1602,1335,267,8,Sept
88065565614,44055,Almeda M Dunford,Female,Elmira,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Burnett's,Alcoholic,10,7,77,770,539,231,8,Sept
88065565615,44056,Melida R Corle,Female,Glen Cove,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Smirnoff,Alcoholic,15,12,68,1020,816,204,8,Sept
88065565616,44057,Armando H Seaborn,Male,Glens Falls,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Fireball,Alcoholic,15,12,15,225,180,45,8,Sept
88065565617,44058,Efrain L Wass,Male,Hornell ,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Faygo,Non Alcoholic,23,20,47,1081,940,141,8,Sept
88065565618,44062,Edra M Guthrie,Female,Hudson,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Green River,Non Alcoholic,9,6,6,54,36,18,8,Sept
88065565619,44061,Harland S Renshaw,Male,Johnstown,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Ironport,Non Alcoholic,18,15,10,180,150,30,8,Sept
88065565620,44061,Leroy H Styron,Male,Kingston,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Suedka,Alcoholic,14,11,11,154,121,33,8,Sept
88065565621,44062,Maryln H Springfield,Female,Little Falls,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Apple Beer,Alcoholic,30,27,60,1800,1620,180,8,Sept
88065565622,44063,Elenora S Whitehill,Female,Lockport,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Birch Beer,Alcoholic,16,13,89,1424,1157,267,8,Sept
88065565623,44064,Izola E Ye,Female,Long Beach,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Oliver Cromwell,Alcoholic,52,49,77,4004,3773,231,8,Sept
88065565624,44065,Dorethea U Engram,Female,Middletown,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Degrees Vodka,Alcoholic,14,11,68,952,748,204,8,Sept
88065565625,44066,Anibal F Pieper,Male,Mount,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,St. Amdr Cabernet,Alcoholic,6,3,15,90,45,45,8,Sept
88065565626,44067,Ula W Hartl,Female,New York,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Nake Turtle,Alcoholic,13,10,47,611,470,141,8,Sept
88065565627,44068,Latanya C Law,Female,Newburgh,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Gallo XO,Alcoholic,15,12,6,90,72,18,8,Sept
88065565628,44072,Brent U Perlman,Male,Olean,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Cazadores Tequila,Alcoholic,20,17,10,200,170,30,8,Sept
88065565629,44071,Eveline B Strecker,Female,Peekskill,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Benchmark Bourbon,Alcoholic,12,9,11,132,99,33,8,Sept
88065565630,44071,Keila A Lucas,Female,Port Jervis,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Janie Stewart,Alcoholic,16,13,60,960,780,180,8,Sept
88065565631,44072,Aliza X Sammons,Female,Poughkeepsie,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Speyburn Bradan,Alcoholic,20,17,89,1780,1513,267,8,Sept
88065565632,44073,Bennie E Manfredi,Male,Rye ,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Uv Blue,Alcoholic,12,9,77,924,693,231,8,Sept
88065565633,44074,Lucinda Z Borton,Female,Rome,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Burnett's,Alcoholic,10,7,68,680,476,204,8,Sept
88065565634,44075,Keila F Lofland,Female,Rochester,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Smirnoff,Alcoholic,15,12,15,225,180,45,9,August
88065565635,44076,Royce K Goodwyn,Female,Salamanca,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Fireball,Alcoholic,15,12,47,705,564,141,9,August
88065565636,44077,Rickey I Delk,Male,Springs,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Jose Cuervo,Alcoholic,20,17,6,120,102,18,9,August
88065565637,44078,Delsie R Tennison,Female,Sherrill,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Agavales,Alcoholic,12,9,10,120,90,30,9,August
88065565638,44079,Jayme B Shimer,Female,Syracuse,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Pinnacle,Alcoholic,13,10,11,143,110,33,9,August
88065565639,44083,Gilbert M Wolfgram,Male,Troy,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Bacardi Rum,Alcoholic,15,12,60,900,720,180,9,August
88065565640,44082,Isabella X Russell,Female,Watertown,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Suedka,Alcoholic,14,11,89,1246,979,267,9,August
88065565641,44082,Rueben X Pidgeon,Male,Watervliet,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Apple Beer,Alcoholic,30,27,77,2310,2079,231,9,August
88065565642,44083,Raymond U Flavin,Male,Yakers,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Birch Beer,Alcoholic,16,13,68,1088,884,204,9,August
88065565643,44084,Larry K Mash,Male,New York,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Boost,Non Alcoholic,9,6,15,135,90,45,9,August
